TXT DosyaNo;esasNo;kararNo
007758;2019-21226;2021-14752
007759;2021-18627;2021-5359
007760;2018-5324;2021-6694
007761;2018-3293;2021-6639
007762;2018-5970;2021-6655
007763;2021-18796;2021-5358
007764;2018-4143;2021-6649
007765;2021-3856;2021-7086
007766;2019-1179;2021-6650
007767;2017-2236;2021-6651
007768;2017-4500;2021-6652
007769;2017-4470;2021-6646
007770;2017-4499;2021-6647
007771;2021-1068;2021-7209
007772;2021-293;2021-7220
007773;2017-4498;2021-6648
007774;2018-3716;2021-6638
007775;2021-396;2021-7215
007776;2021-3912;2021-6662
007777;2018-3239;2021-6636
007778;2018-3503;2021-6637
007779;2018-3058;2021-6635
007780;2021-2980;2021-6645
007781;2021-1210;2021-7218
007782;2016-9965;2021-5386
007783;2020-6844;2021-7228
007784;2021-1214;2021-7230
007785;2021-2;2021-7261
007786;2020-7050;2021-7234
007787;2021-527;2021-7225
007788;2021-914;2021-7236
007789;2021-10513;2021-14763
007790;2019-17282;2021-14748
007791;2021-7023;2021-14747
007792;2021-10433;2021-14762
007793;2021-10914;2021-14756
007794;2020-6538;2021-14753
007795;2021-10533;2021-14755
007796;2021-11098;2021-14758
007797;2021-10906;2021-14759
007798;2021-10941;2021-14757
007799;2020-6928;2021-7329
007800;2020-6935;2021-14769
007801;2020-6951;2021-14770
007802;2020-1158;2021-14774
007803;2021-120;2021-14771
007804;2021-10526;2021-14766
007805;2019-7493;2021-7251
007806;2021-8587;2021-14776
007807;2019-5002;2021-7248
007808;2020-3333;2021-7253
007809;2020-4730;2021-7252
007810;2021-14079;2021-5388
007811;2021-16367;2021-5375
007812;2021-10358;2021-5380
007813;2021-2310;2021-5362
007814;2021-10885;2021-5385
007815;2021-10363;2021-5381
007816;2021-12503;2021-5376
007817;2021-10380;2021-5387
007818;2021-13381;2021-5384
007819;2021-11300;2021-5378
007820;2021-15595;2021-5372
007821;2021-3115;2021-5368
007822;2021-3176;2021-5363
007823;2021-2869;2021-5370
007824;2021-18798;2021-5357
007825;2021-4830;2021-5485
007826;2021-2700;2021-3540
007827;2021-3214;2021-7227
007828;2021-2738;2021-7231
007829;2021-1;2021-7223
007830;2021-915;2021-7232
007831;2021-4460;2021-7229
007832;2021-573;2021-3521
007833;2021-1538;2021-5390
007834;2021-12675;2021-5394
007835;2021-18574;2021-5407
007836;2021-4034;2021-5403
007837;2020-2626;2021-5050
007838;2020-5658;2021-5054
007839;2021-6941;2021-5044
007840;2021-4869;2021-5404
007841;2020-1585;2021-11536
007842;2021-5677;2021-11677
007843;2021-4477;2021-5406
007844;2021-18571;2021-5371
007845;2020-1885;2021-5052
007846;2020-2064;2021-5053
007847;2020-3704;2021-5059
007848;2020-250;2021-5057
007849;2021-956;2021-3499
007850;2021-1554;2021-5043
007851;2021-11200;2021-5041
007852;2020-5636;2021-5055
007853;2021-4753;2021-5036
007854;2021-17872;2021-5333
007855;2021-2710;2021-5364
007856;2017-1256;2021-5356
007857;2017-524;2021-7307
007858;2021-3969;2021-7262
007859;2021-3133;2021-5367
007860;2020-676;2021-7196
007861;2018-6064;2021-7194
007862;2019-7440;2021-7202
007863;2020-6041;2021-7198
007864;2021-5579;2021-7150
007865;2019-6644;2021-7195
007866;2021-389;2021-7197
007867;2019-3163;2021-7301
007868;2020-4908;2021-7328
007869;2021-4955;2021-6116
007870;2021-4887;2021-7154
007871;2021-4562;2021-7153
007872;2021-5449;2021-7152
007873;2021-2095;2021-7090
007874;2021-2080;2021-7088
007875;2020-4431;2021-11522
007876;2021-5411;2021-7112
007877;2021-5154;2021-11646
007878;2021-2265;2021-11622
007879;2021-7995;2021-11627
007880;2021-386;2021-11623
007881;2021-7994;2021-11626
007882;2021-10566;2021-14789
007883;2020-5969;2021-11621
007884;2020-3862;2021-11676
007885;2021-7987;2021-11625
007886;2021-8544;2021-11657
007887;2021-6124;2021-7137
007888;2021-5451;2021-7131
007889;2021-5568;2021-7135
007890;2021-5437;2021-7130
007891;2021-5152;2021-11644
007892;2021-9;2021-11631
007893;2021-5153;2021-11645
007894;2021-5567;2021-7134
007895;2021-5434;2021-7129
007896;2021-477;2021-11624
007897;2021-8643;2021-11658
007898;2021-5349;2021-11647
007899;2021-7989;2021-11648
007900;2018-6981;2021-7243
007901;2020-5369;2021-2956
007902;2018-7000;2021-7244
007903;2021-5993;2021-5045
007904;2020-4456;2021-7319
007905;2021-6871;2021-7299
007906;2020-4907;2021-7311
007907;2020-6920;2021-7315
007908;2020-4302;2021-7306
007909;2021-6882;2021-7318
007910;2021-423;2021-7304
007911;2020-1794;2021-7309
007912;2020-6927;2021-7308
007913;2020-5556;2021-7305
007914;2020-599;2021-7302
007915;2021-705;2021-7327
007916;2021-76;2021-7300
007917;2020-1715;2021-7320
007918;2021-2075;2021-7087
007919;2019-3270;2021-6087
007920;2020-770;2021-5494
007921;2019-3258;2021-6086
007922;2017-2758;2021-7321
007923;2017-5168;2021-7324
007924;2017-5121;2021-7323
007925;2017-3347;2021-7322
007926;2015-4753;2021-5536
007927;2021-5508;2021-7133
007928;2021-5387;2021-7126
007929;2021-4924;2021-5547
007930;2021-4694;2021-5509
007931;2021-4934;2021-5508
007932;2015-696;2021-5535
007933;2021-3952;2021-5550
007934;2021-4691;2021-5546
007935;2021-4905;2021-5504
007936;2016-1455;2021-5496
007937;2019-7024;2021-7334
007938;2020-621;2021-7333
007939;2020-7409;2021-7294
007940;2021-1062;2021-7295
007941;2021-5795;2021-7298
007942;2020-6879;2021-7278
007943;2021-1053;2021-7667
007944;2021-4733;2021-5522
007945;2019-14320;2021-14781
007946;2021-3149;2021-5366
007947;2021-10948;2021-14787
007948;2021-4500;2021-7118
007949;2021-694;2021-7277
007950;2018-213;2021-6088
007951;2021-4488;2021-7116
007952;2021-5743;2021-7332
007953;2021-10671;2021-14746
007954;2019-13200;2021-14777
007955;2021-2078;2021-7094
007956;2021-4559;2021-7120
007957;2021-2089;2021-7096
007958;2021-2100;2021-7097
007959;2020-6901;2021-7280
007960;2021-2473;2021-7297
007961;2019-7188;2021-7144
007962;2021-5587;2021-7136
007963;2021-2086;2021-7095
007964;2021-2101;2021-7092
007965;2021-291;2021-7279
007966;2021-283;2021-7284
007967;2020-4895;2021-7283
007968;2021-2096;2021-7091
007969;2021-4585;2021-7123
007970;2021-2087;2021-7093
007971;2021-10304;2021-14765
007972;2021-5470;2021-7132
007973;2020-1105;2021-7286
007974;2020-4086;2021-7281
007975;2021-1636;2021-7296
007976;2021-769;2021-7282
007977;2021-5390;2021-7151
007978;2018-229;2021-6089
007979;2021-8165;2021-14772
007980;2021-10311;2021-14788
007981;2019-16645;2021-14773
007982;2021-6375;2021-7138
007983;2021-4886;2021-7124
007984;2020-3253;2021-7285
007985;2019-17249;2021-14745
007986;2019-17661;2021-14764
007987;2021-7996;2021-11628
007988;2021-2266;2021-11636
007989;2021-1687;2021-11635
007990;2021-2540;2021-11637
007991;2021-5083;2021-11643
007992;2021-4516;2021-7119
007993;2021-4575;2021-7122
007994;2021-5421;2021-7128
007995;2021-3798;2021-11640
007996;2021-4117;2021-7114
007997;2021-4160;2021-11641
007998;2021-3299;2021-11638
007999;2021-5403;2021-7127
008000;2021-129;2021-11634
008001;2021-10878;2021-5393
008002;2021-4574;2021-7121
008003;2021-8160;2021-11629
008004;2021-4161;2021-11642
008005;2021-4161;2021-11642
008006;2021-7988;2021-11620
008007;2021-1261;2021-11633
008008;2021-4161;2021-7115
008009;2021-2303;2021-7113
008010;2021-7988;2021-11620
008011;2020-1403;2021-11632
008012;2021-4899;2021-7125
008013;2021-4493;2021-7117
008014;2021-3797;2021-11639
008015;2021-2081;2021-7089
008016;2016-11872;2021-7085
008017;2021-11847;2021-5395
008018;2021-4611;2021-5379
008019;2021-1491;2021-7731
008020;2020-5155;2021-7632
008021;2018-2214;2021-6099
008022;2018-2218;2021-6093
008023;2020-1103;2021-6107
008024;2018-478;2021-6104
008025;2018-959;2021-6106
008026;2018-100;2021-6091
008027;2018-893;2021-6097
008028;2018-101;2021-6092
008029;2018-608;2021-6102
008030;2018-121;2021-6096
008031;2018-950;2021-6105
008032;2020-6079;2021-7761
008033;2020-6083;2021-7759
008034;2020-5746;2021-7732
008035;2021-1142;2021-7762
008036;2021-3709;2021-7747
008037;2021-2434;2021-7760
008038;2020-3097;2021-7755
008039;2021-3180;2021-7750
008040;2020-6082;2021-7763
008041;2021-3181;2021-7751
008042;2020-3096;2021-7764
008043;2021-3179;2021-7753
008044;2021-3632;2021-7754
008045;2021-3178;2021-7752
008046;2018-4846;2021-6109
008047;2021-1855;2021-6112
008048;2019-1667;2021-6110
008049;2021-4956;2021-6117
008050;2021-2944;2021-6115
008051;2018-3929;2021-6108
008052;2019-1668;2021-6111
008053;2020-5747;2021-7733
008054;2021-3708;2021-7746
008055;2021-3712;2021-7749
008056;2021-3711;2021-7748
008057;2014-4613;2021-5536
008058;2021-2806;2021-3503
008059;2021-2623;2021-3486
008060;2021-2895;2021-3477
008061;2020-3369;2021-3513
008062;2021-2561;2021-3479
008063;2021-1269;2021-3483
008064;2021-2161;2021-3478
008065;2021-1569;2021-3482
008066;2021-2615;2021-3485
008067;2020-1117;2021-3510
008068;2020-540;2021-3506
008069;2020-1781;2021-3514
008070;2018-8;2021-6090
008071;2020-2684;2021-3505
008072;2020-2975;2021-3504
008073;2021-1184;2021-3497
008074;2021-1815;2021-3500
008075;2021-1095;2021-3498
008076;2021-2902;2021-3481
008077;2021-2867;2021-3480
008078;2021-3242;2021-3484
008079;2020-2622;2021-5051
008080;2021-3170;2021-3491
008081;2021-2878;2021-3493
008082;2021-2641;2021-3488
008083;2021-2152;2021-3490
008084;2021-3335;2021-3487
008085;2021-3060;2021-3492
008086;2021-3357;2021-3494
008087;2021-2678;2021-3489
008088;2021-1572;2021-3495
008089;2021-3247;2021-3496
008090;2019-3041;2021-4995
008091;2019-3022;2021-4992
008092;2019-2911;2021-4988
008093;2019-3330;2021-5003
008094;2019-2978;2021-4998
008095;2019-2913;2021-4981
008096;2019-2936;2021-4989
008097;2019-3785;2021-4991
008098;2019-3699;2021-4968
008099;2019-3535;2021-4978
008100;2019-2910;2021-4974
008101;2019-3261;2021-4990
008102;2019-3273;2021-5002
008103;2019-3417;2021-4976
008104;2019-2451;2021-4985
008105;2019-2137;2021-4983
008106;2019-3665;2021-4967
008107;2019-2864;2021-4996
008108;2019-3811;2021-4997
008109;2019-3721;2021-5027
008110;2019-3718;2021-5026
008111;2019-3720;2021-5025
008112;2019-3259;2021-5005
008113;2019-3260;2021-5008
008114;2019-3274;2021-4994
008115;2019-3255;2021-4993
008116;2019-3257;2021-5011
008117;2019-3806;2021-5006
008118;2019-3784;2021-5023
008119;2019-3751;2021-5024
008120;2019-3247;2021-5022
008121;2019-3327;2021-5010
008122;2019-2863;2021-4972
008123;2019-2866;2021-5004
008124;2019-3474;2021-4977
008125;2019-3011;2021-5009
008126;2019-3331;2021-5007
008127;2020-7472;2021-7068
008128;2017-7264;2021-7086
008129;2017-7442;2021-7087
008130;2018-589;2021-7088
008131;2021-7201;2021-14716
008132;2021-6305;2021-11369
008133;2021-4868;2021-7071
008134;2018-914;2021-7082
008135;2019-183;2021-7090
008136;2018-6979;2021-14601
008137;2021-7836;2021-7081
008138;2017-5305;2021-7083
008139;2017-7218;2021-7084
008140;2021-1070;2021-7070
008141;2017-7263;2021-7085
008142;2021-4556;2021-7106
008143;2021-3308;2021-7075
008144;2018-1415;2021-7137
008145;2018-813;2021-7133
008146;2018-6699;2021-7148
008147;2018-5196;2021-14611
008148;2018-816;2021-7132
008149;2019-9576;2021-7141
008150;2021-6652;2021-7130
008151;2017-424;2021-7156
008152;2019-9149;2021-7120
008153;2018-3995;2021-14617
008154;2021-7033;2021-7124
008155;2019-660;2021-7135
008156;2019-628;2021-7145
008157;2018-1401;2021-7140
008158;2020-1358;2021-7105
008159;2020-6646;2021-7104
008160;2018-3;2021-14615
008161;2019-169;2021-14657
008162;2021-6405;2021-7107
008163;2018-7813;2021-14612
008164;2019-12824;2021-14660
008165;2018-1931;2021-14619
008166;2020-7416;2021-14642
008167;2018-3923;2021-14702
008168;2021-3254;2021-6076
008169;2018-4670;2021-14613
008170;2021-3419;2021-6618
008171;2019-3661;2021-5016
008172;2019-3479;2021-5014
008173;2019-13761;2021-14620
008174;2019-3378;2021-5013
008175;2019-3663;2021-5017
008176;2019-3672;2021-5018
008177;2019-22181;2021-14652
008178;2021-3417;2021-6616
008179;2018-4248;2021-6588
008180;2021-3898;2021-14704
008181;2017-471;2021-7158
008182;2021-7622;2021-7160
008183;2021-7615;2021-7163
008184;2021-7631;2021-7162
008185;2018-150;2021-6061
008186;2018-149;2021-6060
008187;2017-452;2021-7157
008188;2021-7621;2021-7159
008189;2020-1664;2021-11338
008190;2021-5555;2021-14713
008191;2019-11770;2021-14675
008192;2019-14553;2021-14663
008193;2021-1190;2021-11368
008194;2021-8972;2021-11374
008195;2019-14539;2021-14662
008196;2021-8219;2021-14673
008197;2021-6528;2021-11377
008198;2015-5510;2021-5448
008199;2018-2693;2021-5432
008200;2015-5793;2021-5449
008201;2019-2679;2021-5418
008202;2018-1118;2021-5421
008203;2016-4439;2021-5420
008204;2018-1338;2021-6613
008205;2018-5674;2021-6625
008206;2018-4992;2021-6587
008207;2018-2461;2021-6594
008208;2018-6020;2021-6584
008209;2018-2613;2021-6593
008210;2018-5309;2021-6630
008211;2018-4754;2021-6595
008212;2018-4991;2021-6592
008213;2018-6302;2021-6612
008214;2018-5307;2021-6631
008215;2018-4382;2021-6589
008216;2019-2457;2021-5001
008217;2018-4063;2021-6623
008218;2018-3006;2021-6624
008219;2018-4114;2021-6611
008220;2018-5322;2021-6591
008221;2018-5387;2021-6581
008222;2021-3369;2021-6608
008223;2021-3370;2021-6609
008224;2021-3368;2021-6607
008225;2018-6032;2021-6610
008226;2021-10683;2021-5313
008227;2021-11266;2021-5309
008228;2021-10690;2021-5320
008229;2021-11190;2021-5307
008230;2021-5444;2021-5305
008231;2021-3820;2021-5315
008232;2021-4006;2021-5318
008233;2021-10625;2021-5306
008234;2021-10772;2021-5317
008235;2021-13825;2021-5304
008236;2021-8922;2021-11458
008237;2019-20005;2021-14664
008238;2019-21673;2021-14655
008239;2018-2993;2021-14658
008240;2018-4350;2021-14656
008241;2021-6848;2021-14665
008242;2019-22055;2021-14672
008243;2019-17014;2021-14671
008244;2019-19953;2021-14683
008245;2019-19332;2021-14680
008246;2021-11042;2021-14687
008247;2019-270;2021-14654
008248;2021-10880;2021-14685
008249;2019-14731;2021-14719
008250;2018-8287;2021-14661
008251;2019-17208;2021-14677
008252;2018-3039;2021-14724
008253;2019-14730;2021-14718
008254;2017-7657;2021-14723
008255;2019-18401;2021-14681
008256;2021-10723;2021-14698
008257;2021-7876;2021-14678
008258;2021-6444;2021-14676
008259;2019-382;2021-14674
008260;2018-8122;2021-14651
008261;2018-5305;2021-6626
008262;2018-5306;2021-6629
008263;2018-3332;2021-6586
008264;2018-4110;2021-6599
008265;2018-2749;2021-6596
008266;2020-3709;2021-6606
008267;2019-3674;2021-5019
008268;2018-2647;2021-6632
008269;2018-6392;2021-6585
008270;2019-3377;2021-5012
008271;2019-3675;2021-5020
008272;2018-5114;2021-6582
008273;2018-2748;2021-6597
008274;2018-506;2021-6598
008275;2018-5304;2021-6627
008276;2018-6019;2021-6583
008277;2018-5308;2021-6628
008278;2018-3512;2021-6633
008279;2018-396;2021-6634
008280;2018-152;2021-6063
008281;2018-151;2021-6062
008282;2018-156;2021-6067
008283;2018-154;2021-6065
008284;2018-153;2021-6064
008285;2018-5121;2021-6085
008286;2018-5082;2021-6084
008287;2018-1210;2021-14653
008288;2018-977;2021-6590
008289;2019-2455;2021-4986
008290;2018-158;2021-6069
008291;2018-157;2021-6068
008292;2018-287;2021-6059
008293;2018-155;2021-6066
008294;2020-939;2021-7197
008295;2018-1460;2021-14616
008296;2021-9089;2021-11259
008297;2018-3830;2021-14646
008298;2021-10922;2021-5326
008299;2021-4024;2021-5325
008300;2021-10890;2021-5308
008301;2021-12390;2021-5327
008302;2021-13833;2021-5303
008303;2021-10973;2021-5302
008304;2021-11267;2021-5321
008305;2021-17505;2021-5322
008306;2019-2470;2021-5431
008307;2019-4198;2021-5424
008308;2018-4333;2021-14622
008309;2018-8868;2021-14640
008310;2018-8871;2021-14641
008311;2019-19401;2021-14624
008312;2018-8634;2021-14637
008313;2021-7500;2021-14639
008314;2019-1414;2021-14638
008315;2018-6641;2021-14648
008316;2018-4079;2021-14649
008317;2021-7399;2021-14643
008318;2018-6353;2021-14644
008319;2021-7939;2021-14647
008320;2021-9088;2021-11260
008321;2021-4926;2021-6058
008322;2021-9087;2021-11261
008323;2021-8992;2021-11313
008324;2019-2878;2021-4964
008325;2019-3648;2021-4966
008326;2019-4900;2021-7122
008327;2017-6433;2021-7078
008328;2017-5706;2021-7079
008329;2021-6085;2021-7146
008330;2020-1560;2021-7093
008331;2019-2453;2021-5000
008332;2021-7734;2021-7138
008333;2020-1852;2021-7129
008334;2018-4587;2021-7136
008335;2021-13298;2021-5330
008336;2019-3749;2021-5029
008337;2020-2389;2021-11455
008338;2020-2340;2021-11454
008339;2021-5174;2021-11437
008340;2021-3569;2021-11448
008341;2021-8527;2021-11447
008342;2021-4254;2021-7097
008343;2019-2880;2021-4965
008344;2020-1563;2021-7094
008345;2019-3416;2021-4975
008346;2019-3539;2021-4979
008347;2019-3701;2021-4969
008348;2019-3712;2021-4971
008349;2019-2456;2021-4999
008350;2019-2906;2021-4973
008351;2019-3711;2021-4970
008352;2021-3816;2021-7134
008353;2021-1893;2021-7142
008354;2020-1706;2021-7095
008355;2021-4144;2021-7144
008356;2019-2559;2021-4987
008357;2020-1707;2021-7096
008358;2019-2877;2021-4963
008359;2019-2140;2021-4984
008360;2019-6544;2021-7103
008361;2019-1716;2021-4982
008362;2018-987;2021-7089
008363;2019-4317;2021-4980
008364;2020-1562;2021-7092
008365;2018-8404;2021-7226
008366;2021-192;2021-3368
008367;2021-771;2021-3373
008368;2021-1052;2021-3374
008369;2021-1796;2021-3377
008370;2021-431;2021-3371
008371;2020-2439;2021-7073
008372;2021-3448;2021-7079
008373;2021-8973;2021-11373
008374;2021-8921;2021-11459
008375;2021-8163;2021-11365
008376;2021-7992;2021-11434
008377;2021-3537;2021-11453
008378;2021-3627;2021-11394
008379;2020-2463;2021-11460
008380;2021-7825;2021-11364
008381;2021-4925;2021-6057
008382;2021-291;2021-3369
008383;2021-331;2021-3370
008384;2021-764;2021-3372
008385;2021-1116;2021-3375
008386;2021-1582;2021-3376
008387;2016-186;2021-7077
008388;2021-9043;2021-11273
008389;2021-9044;2021-11272
008390;2021-9048;2021-11271
008391;2015-928;2021-5443
008392;2015-4289;2021-5445
008393;2019-3512;2021-5015
008394;2019-4380;2021-5021
008395;2018-2379;2021-7111
008396;2018-2511;2021-7110
008397;2021-4718;2021-5415
008398;2018-2520;2021-7112
008399;2018-2495;2021-7108
008400;2019-4291;2021-7113
008401;2018-4077;2021-7109
008402;2018-6456;2021-14618
008403;2018-374;2021-7131
008404;2019-5428;2021-7119
008405;2018-3183;2021-7123
008406;2019-12263;2021-14659
008407;2021-3681;2021-7541
008408;2018-1444;2021-14650
008409;2016-3254;2021-7076
008410;2021-2890;2021-3411
008411;2021-3418;2021-6617
008412;2020-575;2021-14725
008413;2018-1858;2021-14715
008414;2018-239;2021-7117
008415;2021-3416;2021-6615
008416;2019-9111;2021-11331
008417;2018-2517;2021-7114
008418;2018-2499;2021-7115
008419;2019-5077;2021-11236
008420;2018-2584;2021-7116
008421;2017-2899;2021-11352
008422;2019-5245;2021-11235
008423;2017-810;2021-11320
008424;2021-4636;2021-5426
008425;2021-2268;2021-3380
008426;2021-174;2021-3364
008427;2021-1940;2021-3379
008428;2021-3284;2021-3385
008429;2021-1837;2021-3378
008430;2021-3232;2021-3384
008431;2021-1568;2021-3386
008432;2021-2911;2021-3383
008433;2020-2301;2021-3388
008434;2020-2297;2021-3387
008435;2018-1594;2021-6071
008436;2021-4943;2021-6056
008437;2021-4717;2021-6077
008438;2018-1597;2021-6073
008439;2021-4538;2021-6079
008440;2018-1595;2021-6070
008441;2021-4537;2021-6078
008442;2018-1599;2021-6075
008443;2019-5932;2021-7589
008444;2019-5933;2021-7590
008445;2018-1596;2021-6072
008446;2018-1598;2021-6074
008447;2021-4942;2021-6055
008448;2018-5296;2021-7121
008449;2021-993;2021-3434
008450;2021-870;2021-3427
008451;2021-987;2021-3431
008452;2021-990;2021-3432
008453;2021-879;2021-3428
008454;2021-978;2021-3430
008455;2021-1041;2021-3435
008456;2021-975;2021-3429
008457;2021-992;2021-3433
008458;2021-3055;2021-7199
008459;2020-1293;2021-6083
008460;2019-5303;2021-6081
008461;2018-382;2021-6080
008462;2021-9035;2021-11278
008463;2021-9037;2021-11277
008464;2021-9029;2021-11279
008465;2019-5354;2021-6082
008466;2016-1446;2021-7084
008467;2021-3863;2021-11367
008468;2021-8993;2021-11314
008469;2021-3139;2021-3421
008470;2021-3518;2021-3425
008471;2021-3604;2021-3420
008472;2021-3385;2021-3424
008473;2021-1066;2021-3436
008474;2021-2017;2021-3413
008475;2021-4236;2021-7564
008476;2021-4237;2021-7563
008477;2021-4238;2021-7566
008478;2021-2842;2021-7473
008479;2020-3267;2021-3409
008480;2021-2682;2021-3460
008481;2021-885;2021-3466
008482;2021-313;2021-3464
008483;2021-1546;2021-3453
008484;2020-2332;2021-3404
008485;2021-1561;2021-3455
008486;2021-2877;2021-3462
008487;2021-1545;2021-3452
008488;2020-3206;2021-3406
008489;2021-9082;2021-11266
008490;2021-9083;2021-11265
008491;2021-9051;2021-11268
008492;2021-9084;2021-11264
008493;2021-9085;2021-11263
008494;2021-9042;2021-11274
008495;2019-5934;2021-7588
008496;2021-9040;2021-11276
008497;2021-9041;2021-11275
008498;2021-9080;2021-11267
008499;2021-9050;2021-11269
008500;2021-9086;2021-11262
008501;2021-9049;2021-11270
008502;2021-1577;2021-3456
008503;2021-2824;2021-3461
008504;2021-2896;2021-3463
008505;2021-2033;2021-3418
008506;2020-2336;2021-3405
008507;2020-2234;2021-3398
008508;2020-2237;2021-3399
008509;2021-2030;2021-3416
008510;2020-2950;2021-3407
008511;2021-2031;2021-3417
008512;2021-2019;2021-3414
008513;2021-2029;2021-3415
008514;2021-2273;2021-3381
008515;2020-2309;2021-3403
008516;2020-3202;2021-3408
008517;2021-2063;2021-3458
008518;2021-2351;2021-3459
008519;2021-1840;2021-3465
008520;2021-1580;2021-3457
008521;2021-1555;2021-3454
008522;2021-4541;2021-7560
008523;2021-4235;2021-7558
008524;2018-7124;2021-7231
008525;2021-8995;2021-11317
008526;2021-8996;2021-11315
008527;2021-9024;2021-11280
008528;2021-8990;2021-11326
008529;2021-8991;2021-11325
008530;2021-8767;2021-11321
008531;2021-8994;2021-11316
008532;2021-1213;2021-3444
008533;2021-1071;2021-3439
008534;2021-191;2021-3367
008535;2021-1067;2021-3437
008536;2021-176;2021-3366
008537;2021-1220;2021-3447
008538;2021-1203;2021-3441
008539;2021-1218;2021-3446
008540;2021-1204;2021-3442
008541;2021-1732;2021-3362
008542;2021-1255;2021-3450
008543;2021-1113;2021-3440
008544;2021-1214;2021-3445
008545;2021-175;2021-3365
008546;2021-1223;2021-3448
008547;2021-1249;2021-3449
008548;2021-1207;2021-3443
008549;2021-1537;2021-3451
008550;2021-1070;2021-3438
008551;2021-3387;2021-7503
008552;2021-11410;2021-4961
008553;2021-10607;2021-4955
008554;2021-10541;2021-4960
008555;2021-10958;2021-4952
008556;2021-10101;2021-4942
008557;2021-16388;2021-5291
008558;2021-2588;2021-5298
008559;2021-16238;2021-5297
008560;2021-2311;2021-5299
008561;2020-536;2021-5300
008562;2021-16003;2021-5295
008563;2017-4097;2021-5301
008564;2021-15041;2021-5271
008565;2021-3216;2021-7021
008566;2021-1612;2021-7015
008567;2021-3119;2021-5273
008568;2021-2835;2021-6955
008569;2019-9374;2021-6949
008570;2019-3337;2021-6950
008571;2018-813;2021-6052
008572;2018-2232;2021-6046
008573;2020-5046;2021-7045
008574;2020-6907;2021-7035
008575;2020-3108;2021-7042
008576;2019-9181;2021-7037
008577;2021-2682;2021-7047
008578;2018-25;2021-6962
008579;2018-20;2021-6960
008580;2021-5842;2021-7032
008581;2020-5472;2021-7048
008582;2020-4900;2021-7043
008583;2021-4525;2021-7036
008584;2020-7017;2021-7040
008585;2018-3930;2021-6032
008586;2021-566;2021-14532
008587;2020-4726;2021-7041
008588;2020-3126;2021-7044
008589;2021-567;2021-14533
008590;2018-559;2021-6956
008591;2018-514;2021-6954
008592;2018-29;2021-6957
008593;2015-3352;2021-5390
008594;2018-2570;2021-6030
008595;2018-5089;2021-6043
008596;2018-2580;2021-6029
008597;2018-405;2021-6049
008598;2018-4217;2021-6033
008599;2018-659;2021-5400
008600;2018-3336;2021-6031
008601;2020-6916;2021-7033
008602;2019-9187;2021-7046
008603;2020-4225;2021-7038
008604;2020-2796;2021-7034
008605;2019-31;2021-6041
008606;2017-574;2021-7023
008607;2020-4429;2021-7030
008608;2017-591;2021-7024
008609;2020-4909;2021-7025
008610;2020-5546;2021-7008
008611;2020-4317;2021-6987
008612;2020-5051;2021-7007
008613;2020-5048;2021-7031
008614;2017-527;2021-7014
008615;2017-598;2021-7022
008616;2020-2159;2021-6982
008617;2020-3861;2021-6986
008618;2020-3860;2021-6980
008619;2018-22;2021-6963
008620;2021-7868;2021-6983
008621;2020-3854;2021-6979
008622;2020-4451;2021-7012
008623;2021-6891;2021-7029
008624;2020-7834;2021-7017
008625;2021-1090;2021-7013
008626;2018-3958;2021-6969
008627;2021-4045;2021-7016
008628;2020-5499;2021-7028
008629;2018-3959;2021-6968
008630;2020-3255;2021-7004
008631;2021-7516;2021-7052
008632;2018-3933;2021-6571
008633;2021-5264;2021-7032
008634;2019-2985;2021-5359
008635;2020-3852;2021-6989
008636;2019-9199;2021-6992
008637;2021-3229;2021-7006
008638;2020-6881;2021-6994
008639;2020-4334;2021-6990
008640;2020-4323;2021-7003
008641;2021-6816;2021-7036
008642;2021-7156;2021-7040
008643;2019-1507;2021-5404
008644;2019-3808;2021-5401
008645;2020-4690;2021-7005
008646;2019-7559;2021-6997
008647;2019-235;2021-5402
008648;2019-2014;2021-5405
008649;2019-1325;2021-5406
008650;2019-2984;2021-5358
008651;2018-1710;2021-6564
008652;2021-5754;2021-7035
008653;2021-5662;2021-7033
008654;2019-2148;2021-5407
008655;2018-1602;2021-6027
008656;2018-6834;2021-6529
008657;2021-9828;2021-14578
008658;2021-9703;2021-14596
008659;2021-4808;2021-5381
008660;2021-10161;2021-14555
008661;2021-8171;2021-14593
008662;2021-9342;2021-14595
008663;2021-8303;2021-14597
008664;2018-5871;2021-6572
008665;2018-1392;2021-6569
008666;2018-6301;2021-6560
008667;2021-8041;2021-14565
008668;2015-5057;2021-5408
008669;2020-2430;2021-6991
008670;2018-3920;2021-7001
008671;2019-12089;2021-14598
008672;2021-10418;2021-14550
008673;2019-11842;2021-14599
008674;2019-12143;2021-14589
008675;2021-6661;2021-14566
008676;2019-19452;2021-14592
008677;2021-10938;2021-14567
008678;2019-17751;2021-14564
008679;2021-10071;2021-14568
008680;2018-855;2021-6547
008681;2019-11845;2021-14587
008682;2020-9825;2021-14594
008683;2018-4539;2021-6548
008684;2018-6828;2021-6525
008685;2018-3816;2021-6521
008686;2020-4901;2021-7039
008687;2021-7861;2021-7027
008688;2017-616;2021-7020
008689;2020-2443;2021-7010
008690;2020-2450;2021-7009
008691;2020-2442;2021-7011
008692;2021-7865;2021-7026
008693;2018-922;2021-6579
008694;2018-6831;2021-6527
008695;2018-6832;2021-6528
008696;2018-6830;2021-6526
